Reading,Mote ID,Humidity,Temperature,Label,Is_Singlehop,Has_Fault
2146,3,44.67,27.24,0,0,0
500,2,47.53,30.53,0,0,0
4091,3,42.03,26.61,0,1,0
2465,4,47.48,27.42,0,0,0
2124,3,46.18,26.85,0,0,0
2090,2,60.81,29.26,0,0,0
2090,4,48.46,28.27,0,1,0
4761,3,44.84,23.84,0,1,0
976,3,39.83,26.17,0,1,0
4828,2,24.5,27.41,0,1,1
1960,4,46.77,27.26,0,0,0
783,4,38.23,31.03,0,1,0
1869,2,51.25,29.33,0,1,0
4249,1,60.66,29.0,1,1,0
3259,1,70.17,26.78,0,0,0
660,4,48.3,29.23,0,0,0
2108,1,80.0,25.44,0,0,1
2728,1,45.42,27.84,0,1,0
813,3,57.6,34.24,0,1,1
4087,1,67.79,26.75,0,0,0
3385,3,72.61,32.51,0,0,1
3681,4,48.43,27.41,0,1,1
4050,1,43.14,27.31,0,1,0
1635,4,47.91,27.79,0,1,0
4344,1,80.0,23.35,0,0,1
3616,3,71.43,26.8,0,0,0
3342,1,63.86,27.48,0,0,0
3085,2,45.93,28.07,0,1,0
2899,3,28.65,23.58,0,0,1
1291,3,38.37,30.39,0,1,0
2179,4,46.05,26.58,0,1,0
4491,3,28.63,19.84,0,1,1
1851,1,47.88,27.68,0,0,0
2642,2,46.28,27.87,0,0,0
2423,2,46.34,27.53,0,1,0
906,4,44.37,30.47,0,1,1
3138,1,67.14,27.76,0,1,0
2098,2,47.11,28.25,0,0,0
4058,2,45.03,27.25,0,1,1
4474,1,45.03,27.25,0,1,1
1452,1,45.03,27.25,0,0,1
2690,1,45.03,27.25,0,1,1
3124,1,65.31,27.17,0,0,0
2461,3,45.44,26.83,0,0,0
825,2,49.78,29.44,0,1,0
2640,1,45.78,27.18,0,1,0
1382,3,47.65,26.81,0,0,0
1088,4,45.17,30.34,0,1,0
3000,2,66.12,27.8,0,1,1
4430,3,41.56,23.94,0,1,1
288,3,40.35,31.31,0,1,1
770,3,45.14,29.98,0,0,0
1692,4,46.53,27.73,0,1,0
2534,4,33.23,23.73,0,0,1
3622,4,44.38,25.1,0,1,0
1112,3,20.33,28.39,0,1,1
139,4,48.42,27.03,0,0,0
2659,3,46.86,27.18,0,1,0
2161,3,46.93,26.42,0,0,0
1341,4,49.18,27.32,0,0,0
953,4,40.01,31.13,0,1,0
2220,2,50.84,27.37,0,1,0
1431,1,43.12,27.25,0,1,1
1328,4,43.12,27.25,0,1,1
648,1,43.12,27.25,0,0,1
4595,3,43.12,27.25,0,1,1
3907,4,43.12,27.25,0,1,1
2,3,43.12,27.25,0,0,1
1142,1,43.12,27.25,0,1,1
2696,2,70.11,28.18,0,0,0
793,1,51.56,28.67,0,1,1
3618,4,47.81,26.01,0,1,0
505,1,39.06,32.96,0,1,1
3119,3,43.52,26.85,0,1,0
1271,3,44.36,23.64,0,1,0
1327,2,46.42,29.2,0,1,0
3742,1,69.16,27.81,0,0,0
2143,4,46.08,27.26,0,0,0
2298,3,61.1,29.71,0,0,1
2588,1,43.06,28.58,0,0,0
3569,2,68.25,27.49,0,0,0
2797,1,56.83,28.37,0,1,0
3402,2,43.82,27.22,0,0,0
1315,2,45.36,29.66,0,1,0
856,1,47.83,29.15,0,0,0
1338,2,46.82,28.8,0,1,0
4542,3,44.31,23.17,0,1,0
2138,2,62.66,24.4,0,1,1
3756,4,57.6,24.61,0,1,0
4252,4,49.23,24.08,0,1,1
3291,4,56.22,25.07,0,1,0
33,1,46.03,29.0,0,1,0
1983,4,78.57,26.37,0,0,1
1086,3,44.44,29.81,0,1,0
4095,2,46.47,26.66,0,1,0
2482,3,67.0,23.73,0,1,1
3146,4,57.09,25.65,0,1,0
3498,3,69.58,26.93,0,0,0
2367,2,45.9,27.76,0,1,0
1261,2,48.55,29.31,0,0,0
3844,4,47.87,27.45,0,1,0
1211,2,46.71,29.16,0,1,0
2568,2,64.8,27.88,0,0,0
4429,3,44.95,23.05,0,1,0
4197,1,60.96,15.77,0,1,1
3775,2,65.74,26.8,0,0,0
2173,4,48.38,26.96,0,0,0
2208,2,56.19,21.39,0,1,1
572,1,48.52,29.22,0,0,1
2863,4,45.66,27.38,0,0,0
3223,3,65.38,28.76,0,0,0
3598,2,69.58,27.93,0,1,0
198,1,46.45,27.22,0,0,0
3391,3,44.72,27.28,0,1,1
3198,4,45.42,27.49,0,1,0
2630,3,65.66,27.56,0,1,0
3099,4,80.0,32.58,0,0,1
2850,2,46.3,27.78,0,1,0
4926,3,44.97,25.97,0,1,0
737,3,45.03,30.14,0,0,0
2855,3,46.01,27.62,0,0,1
3074,4,63.3,24.35,0,1,1
1975,2,46.42,27.64,0,1,0
3161,2,45.32,27.67,0,1,0
2173,3,56.44,27.43,0,0,0
408,2,41.21,31.37,0,0,1
4190,3,59.26,23.59,0,1,1
2693,1,69.21,27.71,0,1,0
3451,4,46.94,27.16,0,1,0
3561,2,65.05,26.78,0,0,0
3831,1,42.38,29.79,0,1,0
2813,1,43.86,27.2,0,0,0
3522,1,44.97,27.14,0,1,0
132,3,41.16,31.77,0,1,0
5099,3,43.6,26.85,0,1,0
2993,3,43.6,26.91,0,1,0
2648,1,68.09,27.37,0,0,0
4011,1,64.61,27.78,0,0,0
4047,3,44.09,27.48,0,1,1
3444,3,44.8,26.96,0,1,0
2679,1,43.21,27.92,0,1,0
1849,1,45.14,28.68,0,0,0
33,3,48.59,27.61,0,0,1
2616,2,48.59,27.61,0,1,1
1408,1,48.59,27.61,0,1,1
4169,1,48.59,27.61,0,0,1
2746,1,57.07,26.85,0,0,0
1093,2,48.43,29.49,0,1,0
4382,3,44.1,26.96,0,1,0
1098,4,49.66,27.72,0,0,0
3358,3,72.49,24.91,0,1,1
1442,4,32.63,32.58,0,0,1
1054,4,49.38,26.4,0,0,0
3642,4,54.55,23.52,0,1,0
3502,1,69.1,27.97,0,0,0
409,1,44.78,27.45,0,0,0
1085,1,45.52,29.58,0,0,1
4208,4,43.69,27.32,0,1,0
4353,4,44.78,25.22,0,1,0
441,1,32.12,25.87,0,0,1
1188,1,44.7,30.41,0,1,1
2323,4,44.7,30.41,0,1,1
2586,4,44.7,30.41,0,1,1
1,1,44.54,29.64,0,0,0
2859,4,64.01,23.57,0,1,1
592,2,38.74,30.42,0,1,0
4950,3,61.01,19.83,0,1,1
659,1,45.02,30.1,0,0,1
2537,1,67.23,27.02,1,0,0
1785,3,50.53,27.72,0,1,0
2006,2,62.66,31.22,0,0,1
569,3,46.14,27.34,0,0,0
1039,1,45.69,29.29,0,0,0
1833,3,50.72,27.7,0,0,0
717,1,44.59,30.21,0,0,0
1227,2,65.44,32.79,0,0,1
3603,4,48.97,26.21,0,1,0
2911,1,80.0,24.39,0,0,1
1601,2,46.92,28.78,0,1,1
1797,1,46.92,28.78,0,1,1
1889,3,46.92,28.78,0,0,1
4426,3,46.92,28.78,0,1,1
3487,1,46.92,28.78,0,0,1
3777,1,46.92,28.78,0,0,1
1942,4,46.92,28.78,0,0,1
4248,1,45.65,28.09,0,0,1
1853,1,68.55,27.76,0,0,0
4177,3,45.8,25.33,0,1,0
2759,2,67.55,27.13,0,0,1
353,1,38.94,21.58,0,0,1
4483,1,53.32,30.04,0,0,1
1766,3,28.88,22.74,0,1,1
2275,2,67.27,27.78,0,0,1
239,1,67.27,27.78,0,0,1
3159,4,67.27,27.78,0,0,1
3530,4,67.27,27.78,0,1,1
861,4,67.27,27.78,0,0,1
4427,4,58.58,26.22,0,1,0
4087,1,42.23,27.36,0,1,1
1548,2,67.23,25.59,0,1,1
2130,2,45.66,29.59,0,1,0
4282,1,54.29,23.57,0,0,1
4370,3,31.48,30.57,0,0,1
4136,3,45.23,25.51,0,1,0
3296,1,64.56,27.51,0,0,0
1728,2,47.63,29.24,0,0,1
4454,2,71.65,19.06,0,1,1
560,2,39.7,30.3,0,1,0
4054,4,44.74,26.6,0,0,0
4537,4,46.43,25.81,0,1,0
3809,2,71.27,26.87,0,0,0
1302,3,44.81,29.72,0,0,0
2683,2,45.53,27.96,0,1,0
2560,2,59.86,28.83,0,0,0
3598,1,42.83,27.58,0,1,1
1655,2,44.77,28.14,0,1,0
978,4,49.76,28.21,0,0,0
1709,1,43.06,30.4,0,1,0
869,4,47.0,30.08,0,0,0
4244,3,44.47,27.0,0,0,0
1509,2,60.9,32.94,0,1,1
3717,1,42.58,27.21,0,1,0
1625,3,45.65,27.23,0,0,0
1016,1,45.15,27.99,0,1,0
2062,2,68.04,27.97,0,0,0
3371,3,58.59,24.49,0,1,0
1662,1,45.6,28.84,0,1,0
1577,3,64.91,25.94,0,0,1
4238,3,43.86,26.51,0,0,0
1957,3,78.7,22.28,0,0,1
2931,1,67.92,29.62,0,1,0
3699,1,69.07,26.34,0,0,0
3454,4,44.76,27.08,0,1,0
742,3,55.33,25.71,0,0,0
2239,4,32.34,23.83,0,0,1
486,1,45.36,30.58,0,1,0
2866,4,73.48,20.91,0,1,1
954,1,60.68,31.19,0,1,1
2323,2,28.38,31.27,0,1,1
3795,2,43.73,26.95,0,1,0
878,4,41.33,30.94,0,1,0
3448,4,47.64,25.4,0,1,0
3467,2,80.0,24.17,0,0,1
1432,2,47.51,29.34,0,1,1
2046,4,47.51,29.34,0,1,1
3438,3,47.51,29.34,0,0,1
4409,4,46.69,25.37,0,1,0
1698,4,47.97,27.23,0,1,1
4267,3,44.03,24.48,0,1,0
2632,1,67.01,27.76,1,0,1
1890,4,59.67,28.61,0,1,0
3687,1,28.81,30.67,0,0,1
710,2,62.65,31.45,0,1,1
1052,1,43.43,30.66,0,1,0
886,4,50.09,28.91,0,1,0
3055,4,45.42,27.2,0,0,0
2392,1,43.19,28.61,0,1,0
2474,2,45.69,27.5,0,1,1
2690,4,47.46,27.65,0,1,0
5274,3,45.71,22.97,0,1,0
3310,2,60.2,30.08,0,0,1
2390,1,70.51,27.06,0,0,0
878,3,48.03,27.25,0,0,0
4584,3,43.44,26.86,0,1,0
2497,3,49.52,27.37,0,0,0
3686,4,29.97,30.37,0,0,1
1310,4,49.27,28.14,0,0,0
592,2,44.56,30.67,0,0,0
2930,1,48.12,27.94,0,0,1
1010,1,45.17,29.99,0,0,0
3338,1,68.74,26.94,0,0,1
3108,3,44.86,24.33,0,1,0
1252,3,44.51,25.85,0,1,0
5296,3,44.83,23.68,0,1,1
1806,2,46.1,28.33,0,1,1
3834,1,80.0,23.68,0,0,1
1585,3,46.69,27.54,0,0,0
1645,1,70.39,20.9,0,1,1
957,4,31.54,30.82,0,1,1
882,2,30.97,34.29,0,1,1
2936,4,55.95,27.12,0,1,0
2706,4,46.97,27.93,0,0,0
1885,2,44.9,27.54,0,1,0
2118,1,45.12,28.65,0,1,0
2784,2,45.5,27.41,0,0,0
2757,1,26.94,31.93,0,0,1
267,2,46.83,29.65,0,1,0
2447,1,43.28,27.39,0,1,0
3190,4,30.31,20.01,0,1,1
1039,2,47.44,29.42,0,0,0
3584,1,42.15,26.91,0,1,1
528,3,42.15,26.91,0,0,1
1211,2,42.15,26.91,0,1,1
2899,1,42.15,26.91,0,1,1
1541,2,47.62,28.66,0,1,1
769,2,50.8,27.49,0,1,0
3592,2,44.81,27.11,0,1,1
2305,1,42.93,27.32,0,1,0
1593,4,47.62,26.66,0,0,1
2905,3,55.88,26.76,0,0,0
1688,4,52.36,29.14,0,0,0
2299,2,44.83,28.49,0,1,0
1040,2,44.47,30.09,0,1,1
1160,1,44.47,30.09,0,1,1
937,4,46.38,30.46,0,0,1
777,4,46.38,30.46,0,0,1
376,4,46.38,30.46,0,0,1
534,3,46.38,30.46,0,1,1
995,4,46.38,30.46,0,1,1
768,2,44.74,29.28,0,0,1
1498,4,49.38,29.74,0,0,0
3859,4,46.31,27.01,0,1,0
256,1,44.1,28.94,0,0,1
2403,4,49.29,27.39,0,0,0
2047,4,47.53,27.44,0,0,0
2355,2,68.53,27.64,0,0,0
1880,3,47.48,27.72,0,0,0
3476,1,61.23,31.12,0,1,1
277,4,42.15,32.5,0,1,1
1292,1,45.49,28.84,0,1,0
835,2,44.34,29.67,0,0,1
2057,2,60.77,31.29,0,1,1
1640,3,48.35,29.06,0,0,0
2916,2,45.72,29.05,0,0,0
2080,1,74.86,25.7,0,1,1
839,4,46.85,26.43,0,1,0
2745,1,31.72,32.49,0,0,1
1388,1,69.62,19.87,0,1,1
153,4,41.8,26.14,0,1,0
1343,3,46.69,26.24,0,1,1
3315,4,31.8,30.85,0,1,1
3978,1,70.2,26.65,0,0,1
3166,1,60.57,27.99,0,0,0
298,2,59.37,30.35,0,0,1
3840,3,44.06,26.81,0,1,0
2188,1,67.82,28.77,0,0,0
1614,2,44.45,27.46,0,1,0
2952,1,62.02,24.69,0,0,1
2434,1,46.05,27.73,0,1,0
1274,2,57.61,23.9,0,1,1
1699,1,43.15,28.62,0,1,0
1902,2,74.06,19.17,0,1,1
2735,1,66.43,27.62,0,0,0
1917,1,23.8,32.34,0,1,1
1976,3,47.76,27.73,0,0,0
885,4,48.61,32.44,0,1,0
927,2,47.4,29.25,0,1,0
4037,3,44.55,25.03,0,1,0
4792,4,50.15,27.43,0,1,0
2914,1,59.41,27.51,0,1,1
706,3,43.69,25.4,0,0,1
1794,2,60.1,28.2,0,1,0
3948,2,42.44,27.32,0,1,0
2816,4,47.56,27.76,0,1,1
515,3,47.56,27.76,0,0,1
903,4,47.56,27.76,0,1,1
4583,3,47.56,27.76,0,1,1
4159,4,47.56,27.76,0,1,1
2222,4,47.56,27.76,0,0,1
3350,1,47.56,27.76,0,0,1
1477,1,51.28,28.87,0,1,0
1697,4,44.7,32.32,0,1,1
4538,2,44.79,26.97,0,0,1
3628,2,44.79,26.97,0,0,1
2072,1,44.79,26.97,0,0,1
216,2,47.06,27.78,0,1,1
2317,4,47.06,27.78,0,0,1
3319,4,47.06,27.78,0,1,1
2498,4,47.04,27.69,0,1,0
149,3,41.33,31.37,0,1,0
3643,3,44.74,23.29,0,1,0
2309,1,60.88,27.44,0,0,1
3300,3,60.88,27.44,0,0,1
1833,1,60.88,27.44,0,1,1
130,1,80.0,24.19,0,0,1
1055,4,46.97,27.97,0,1,0
161,3,42.5,33.8,0,1,0
2200,1,43.54,30.23,0,1,0
1826,4,46.5,27.84,0,1,0
3698,2,39.76,32.35,0,0,1
3165,2,78.33,33.06,0,0,1
2828,3,58.55,25.11,0,1,1
3695,2,44.66,27.1,0,0,0
4011,3,40.17,26.0,0,1,0
1807,3,47.12,26.94,0,0,0
1555,2,78.24,15.28,0,1,1
3409,3,44.67,27.24,0,1,0
4051,2,80.0,23.57,0,0,1
1473,4,47.79,27.5,0,1,0
1364,3,55.45,26.64,0,0,0
1877,3,44.64,27.28,0,0,0
3782,3,43.64,27.03,0,1,1
2642,1,43.64,27.03,0,0,1
783,1,43.64,27.03,0,1,1
3689,3,43.64,27.03,0,1,1
1373,3,43.64,27.03,0,0,1
2101,1,41.93,29.4,0,1,0
2806,1,65.17,27.61,0,0,0
1949,3,46.2,27.09,0,0,0
3986,1,44.02,26.8,0,1,0
1050,3,45.17,25.86,0,1,0
3333,2,65.44,27.67,0,0,0
1945,3,48.48,27.51,0,0,1
305,2,39.26,30.16,0,1,0
3872,1,66.61,27.46,1,0,1
1789,3,63.52,30.47,0,0,1
864,4,47.79,26.18,0,0,0
1106,3,41.98,33.55,0,1,0
3210,4,44.43,27.16,0,0,0
1582,3,61.58,27.94,0,0,1
933,2,51.43,28.69,0,1,0
4418,3,44.82,26.75,0,1,1
1275,3,44.82,26.75,0,0,1
4406,4,44.82,26.75,0,0,1
3254,2,44.82,26.75,0,0,1
1379,1,45.05,27.73,0,0,0
3093,1,28.9,24.47,0,1,1
767,1,44.95,30.05,0,1,0
1585,2,48.23,29.99,0,1,0
939,2,44.85,30.38,0,0,0
1738,3,56.47,25.78,0,0,0
2049,3,44.61,27.26,0,0,1
3439,4,46.0,26.25,0,1,0
4211,4,47.64,26.96,0,1,0
2357,1,51.65,28.73,0,1,0
2349,2,47.9,27.94,0,1,0
4204,4,46.56,23.35,0,1,0
4210,2,44.72,27.48,0,1,0
75,1,46.58,27.49,0,0,0
1361,1,44.77,28.48,0,1,0
2189,4,60.8,27.05,0,0,0
2182,3,27.85,27.55,0,1,1
3438,3,60.43,29.52,0,1,1
1225,2,46.11,28.4,0,1,0
3289,4,42.35,30.51,0,1,0
530,4,47.74,26.35,0,1,0
1677,4,45.71,27.25,0,0,0
4456,3,45.36,25.91,0,1,0
793,3,64.62,32.73,0,0,1
1414,4,47.32,23.47,0,1,0
473,2,32.61,25.47,0,0,1
466,1,43.92,29.95,0,0,1
3858,1,44.36,26.86,0,0,0
1089,3,41.14,30.84,0,1,0
129,1,49.17,28.65,0,0,0
2882,1,66.14,27.46,0,0,0
3560,3,44.87,27.24,0,1,1
837,1,42.69,30.07,0,1,0
4357,1,67.53,27.16,0,0,0
3810,4,46.27,27.07,0,0,0
3554,3,43.49,23.17,0,1,1
318,1,42.07,30.29,0,1,0
3122,4,43.47,23.4,0,1,0
153,1,62.78,31.42,0,1,1
1387,1,45.44,27.85,0,1,0
3275,2,59.66,29.26,0,0,0
1683,2,45.0,29.57,0,1,0
3654,1,44.32,27.05,0,0,0
1121,4,42.32,32.25,0,1,0
4768,2,44.01,26.84,0,1,0
225,2,61.84,31.22,0,0,1
2759,2,50.11,28.93,0,1,0
2475,2,66.11,27.45,0,1,1
3734,4,44.38,25.38,0,1,0
1784,4,51.45,27.38,0,1,1
1976,1,51.45,27.38,0,0,1
3939,3,51.45,27.38,0,1,1
2508,3,51.45,27.38,0,1,1
987,2,48.99,29.05,0,0,1
2060,3,63.06,30.78,0,0,1
687,3,47.88,27.21,0,0,0
672,4,49.18,26.64,0,0,0
2400,2,54.94,26.56,0,0,1
1076,3,47.89,30.27,0,0,0
1130,3,57.39,26.01,0,0,0
3094,4,56.77,27.02,0,0,0
2856,1,70.38,26.95,0,0,0
1669,2,44.67,29.81,0,1,0
230,3,48.33,28.07,0,0,0
2392,1,61.39,24.35,0,1,1
2240,2,46.92,28.86,0,1,0
435,1,48.67,27.72,0,0,0
3682,2,45.1,26.78,0,0,0
2306,1,51.21,17.27,0,1,1
95,1,30.1,27.14,0,0,1
2026,2,59.11,27.92,0,1,0
1699,1,47.43,28.77,0,0,0
2101,2,45.44,27.62,0,1,0
1481,1,45.4,29.3,0,1,1
1326,3,45.4,29.3,0,0,1
765,4,45.4,29.3,0,0,1
1904,3,45.4,29.3,0,0,1
1200,3,45.4,29.3,0,0,1
805,2,45.4,29.3,0,1,1
3222,4,45.4,29.3,0,0,1
318,2,46.99,27.66,0,1,0
1163,3,38.53,31.23,0,1,1
1045,3,43.06,33.38,0,1,1
1312,4,64.9,25.68,0,0,1
2206,1,61.19,29.48,0,1,1
2239,4,63.32,23.69,0,1,1
2359,4,63.14,24.08,0,0,1
1321,2,47.57,28.84,0,0,0
4616,3,44.13,24.44,0,1,0
2111,2,44.68,29.22,0,1,0
287,1,47.02,27.45,0,0,0
3442,1,47.52,26.4,0,1,1
3455,2,46.5,28.07,0,0,0
4184,4,50.97,25.91,0,1,0
2451,4,76.7,31.0,0,1,1
2826,4,42.4,27.84,0,1,0
4295,1,42.82,27.19,0,1,0
3940,2,45.28,27.23,0,1,0
927,4,48.96,26.56,0,0,0
3330,3,29.53,23.91,0,0,1
1933,4,47.87,27.24,0,0,0
2631,1,47.19,27.66,0,1,1
3447,2,65.53,27.81,0,0,0
4555,3,44.46,23.06,0,1,0
4073,4,48.17,27.49,0,0,0
981,4,66.46,25.42,0,0,1
3898,2,67.55,25.62,0,0,1
3822,4,47.14,26.95,0,1,0
4500,2,44.78,27.52,0,1,0
206,4,48.56,32.51,0,1,0
2699,2,43.87,27.8,0,1,0
993,2,44.25,30.3,0,0,0
796,1,44.51,30.6,0,0,0
3021,4,36.71,27.03,0,0,1
4026,1,67.63,26.98,0,0,0
980,2,46.72,30.58,0,1,0
2283,1,65.97,29.22,1,0,1
2009,3,65.97,29.22,0,0,1
1749,4,65.97,29.22,0,0,1
968,2,33.71,31.96,0,0,1
4082,2,71.91,27.05,0,0,0
712,1,42.58,30.15,0,0,0
409,1,42.45,27.41,0,0,1
3825,1,42.45,27.41,0,1,1
485,1,42.45,27.41,0,0,1
1882,4,42.45,27.41,0,0,1
2130,3,42.45,27.41,0,0,1
2513,2,42.45,27.41,0,1,1
2416,2,45.8,28.24,0,1,0
3085,4,45.77,27.61,0,1,0
1203,2,45.17,27.71,0,1,0
4124,2,44.41,27.0,0,1,0
4236,3,60.73,30.06,0,1,1
298,1,25.88,30.65,0,1,1
2315,4,52.51,27.91,0,1,1
3411,1,69.32,26.57,0,1,1
4176,1,43.16,27.26,0,1,0
4677,3,45.24,23.44,0,1,1
4596,3,45.24,23.44,0,1,1
1477,4,45.24,23.44,0,1,1
3507,2,45.24,23.44,0,1,1
3184,4,45.24,23.44,0,1,1
3257,4,45.24,23.44,0,0,1
1029,4,50.09,28.92,0,0,0
632,4,57.37,26.16,0,1,0
1005,3,48.97,25.94,0,0,0
3953,4,45.31,25.38,0,1,0
3617,4,59.81,28.35,0,1,1
2679,2,45.82,27.84,0,0,0
3443,1,70.25,27.51,0,0,0
873,1,59.41,29.01,0,0,1
2979,2,65.45,27.77,0,1,0
285,2,45.93,30.38,0,0,0
4272,3,28.63,23.36,0,0,1
2402,4,50.58,28.15,0,1,0
4992,4,44.99,26.59,0,1,0
3591,1,45.12,27.09,0,1,0
1823,4,51.83,29.07,0,0,0
1196,4,41.0,31.4,0,1,0
2087,3,51.67,26.39,0,1,0
4437,1,68.76,27.04,0,0,0
3042,4,23.08,27.56,0,1,1
3446,3,57.0,25.16,0,1,0
3392,4,63.98,24.45,0,1,1
4446,3,61.05,20.72,0,1,1
1536,1,62.09,32.32,0,1,1
753,4,47.1,27.49,0,0,0
3917,4,26.33,20.86,0,1,1
3231,2,69.53,27.12,0,0,1
4318,4,46.12,23.96,0,1,1
3961,2,46.12,23.96,0,1,1
64,2,46.12,23.96,0,0,1
143,3,46.12,23.96,0,0,1
3471,2,46.55,27.58,0,1,0
4095,3,44.8,27.2,0,0,0
804,1,45.61,28.97,0,1,0
276,4,48.65,27.6,0,0,0
559,4,48.39,26.55,0,0,0
4089,3,44.36,24.04,0,1,0
1912,3,46.19,27.72,0,0,0
4185,4,55.23,15.76,0,0,1
4065,4,44.5,27.15,0,1,0
1944,4,60.24,29.4,0,1,1
2717,4,47.19,27.38,0,1,0
2494,3,45.18,27.49,0,1,1
400,2,46.91,27.5,0,1,0
2056,1,45.42,27.44,0,1,0
2028,1,60.93,31.05,0,1,1
2973,4,63.69,26.16,0,0,1
4044,4,30.21,24.01,0,0,1
3248,1,80.0,30.65,1,0,1
3271,1,80.0,23.99,0,0,1
4075,3,44.66,26.95,0,1,0
2119,1,44.1,27.83,0,0,1
3358,1,69.57,26.84,0,0,0
2468,1,45.41,27.75,0,1,0
2840,1,44.19,28.38,0,1,1
2122,4,42.63,27.99,0,1,1
2068,1,66.44,28.88,0,1,1
1644,1,43.48,27.24,0,1,1
3476,3,44.12,24.96,0,1,0
2035,3,58.02,26.48,0,0,0
3847,1,46.25,24.67,0,0,1
4017,1,63.75,27.42,0,0,0
3347,4,53.13,26.69,0,0,0
1071,2,32.39,26.29,0,0,1
674,1,43.64,30.23,0,1,0
2418,4,46.63,27.28,0,0,1
5045,4,47.76,26.69,0,1,0
1071,2,44.71,30.44,0,1,0
1193,2,44.49,28.16,0,1,1
2076,1,61.01,25.46,0,1,1
3074,4,48.93,27.42,0,0,0
865,3,45.01,26.56,0,1,0
1587,3,48.5,28.97,0,0,0
1247,4,22.7,27.95,0,1,1
1648,2,44.76,28.59,0,0,1
636,2,45.46,27.78,0,1,1
1686,1,45.46,27.78,0,1,1
2114,1,45.46,27.78,0,1,1
2057,1,45.46,27.78,0,1,1
4224,2,45.46,27.78,0,1,1
2827,4,45.46,27.78,0,1,1
2196,4,45.46,27.78,0,0,1
2951,4,45.56,27.12,0,0,0
1020,2,46.43,29.4,0,1,0
2593,4,53.74,26.01,0,0,0
3731,1,65.19,27.62,0,0,0
3730,4,46.22,27.29,0,0,0
2660,3,44.83,25.25,0,1,0
3952,3,44.87,24.23,0,1,0
2334,4,54.85,27.23,0,0,0
577,2,48.52,29.62,0,0,0
1599,2,28.36,24.98,0,0,1
1637,1,67.31,27.34,0,1,0
1382,2,47.53,29.18,0,1,0
4299,2,69.08,16.71,0,1,1
2981,2,48.64,27.81,0,0,0
3820,2,66.59,26.85,0,0,0
2619,1,45.12,28.28,0,0,0
654,2,47.81,28.19,0,0,0
1123,1,52.75,28.76,0,0,0
2749,3,48.01,27.1,0,0,0
4865,4,46.23,27.43,0,0,0
3845,2,61.46,30.24,0,1,1
4513,4,55.15,25.9,0,1,0
1547,1,43.43,27.67,0,1,0
1363,1,47.75,29.18,0,1,0
1137,2,47.67,29.23,0,1,0
558,3,55.04,27.94,0,1,1
2000,2,46.4,27.54,0,1,0
2319,1,35.26,26.16,0,0,1
479,1,42.21,30.24,0,0,0
1674,2,62.92,24.42,0,1,1
2197,4,59.52,24.69,0,1,0
2542,3,45.64,27.29,0,0,0
2739,4,46.0,27.54,0,1,0
1279,4,48.66,28.73,0,0,0
2837,4,47.99,27.06,0,0,0
337,4,46.86,27.7,0,1,0
2279,4,51.01,28.22,0,1,0
2204,4,62.74,27.28,0,1,1
4360,1,43.19,27.09,0,1,0
3211,4,59.59,26.01,0,1,0
3489,3,43.81,26.64,0,1,0
4393,3,44.44,24.18,0,1,0
1006,2,47.04,28.87,0,0,0
2677,1,67.28,27.72,0,0,0
1298,2,45.13,29.32,0,1,0
2541,3,62.49,21.54,0,1,1
4003,2,43.72,30.59,0,0,0
552,2,47.1,30.47,0,0,0
2459,1,65.98,27.48,0,1,0
386,4,29.7,29.5,0,0,1
1052,2,44.42,30.27,0,0,0
3776,1,45.17,27.57,0,1,0
4063,1,70.03,26.6,0,0,0
3332,4,52.7,27.2,0,1,0
1221,1,67.51,28.62,0,0,0
2970,4,60.3,28.06,0,1,0
4289,4,46.87,26.88,0,1,0
3779,4,44.74,27.31,0,0,0
2619,3,55.05,26.02,0,1,0
2509,1,68.18,27.85,0,0,0
2445,3,59.51,27.16,0,0,0
1772,3,29.28,23.88,0,1,1
2761,4,51.2,27.44,0,1,1
2497,2,48.73,27.64,0,1,0
2829,4,35.49,30.62,0,1,1
3828,4,38.09,19.61,0,1,1
1030,2,51.46,29.21,0,1,0
3612,3,45.92,27.31,0,0,0
5015,4,43.97,23.74,0,1,0
304,3,40.8,31.62,0,1,0
1881,1,58.96,29.17,0,0,0
2372,4,47.16,27.49,0,0,0
386,2,40.64,20.16,0,0,1
1131,1,42.63,30.37,0,1,0
2760,2,33.34,27.22,0,0,1
456,2,46.9,28.03,0,0,0
3146,1,70.08,26.6,0,0,1
758,3,70.08,26.6,0,0,1
3465,4,70.08,26.6,0,1,1
1517,3,70.08,26.6,0,0,1
778,4,70.08,26.6,0,0,1
2612,1,70.08,26.6,0,0,1
1230,1,70.08,26.6,0,1,1
1775,2,46.39,27.4,0,1,1
2699,4,58.95,29.19,0,1,0
3447,4,43.77,24.17,0,1,0
3830,4,60.62,29.12,0,1,1
794,3,20.5,15.82,0,0,1
3139,3,46.81,27.54,0,0,0
2241,3,47.25,27.13,0,0,0
4164,3,68.76,26.5,0,0,0
1099,3,47.51,26.05,0,0,0
175,1,45.05,27.61,0,0,0
709,2,47.6,26.9,0,0,0
3838,1,72.1,26.66,0,0,0
3961,4,44.26,27.33,0,0,0
4157,1,69.38,26.61,0,0,0
1271,2,45.29,28.79,0,1,0
842,2,28.4,27.07,0,0,1
3339,2,44.75,27.41,0,1,0
3869,1,64.89,26.76,0,0,0
3251,2,44.71,27.47,0,1,0
